seed_id,pmid,target_family,status,reason,discovery_cohort,replication_cohort,matched_outcome_examples,missing_covariates,rejected_pair_reasons
pmid30603063_1,30603063,asd,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",ABIDE2_DISC,ABIDE2_REP,fc_fc_Cont_Cont;fc_fc_Cont_Cont_z;fc_fc_Cont_Cont_z_z;fc_fc_Cont_Default;fc_fc_Cont_Default_z;fc_fc_Cont_Default_z_z;fc_fc_Cont_DorsAttn;fc_fc_Cont_DorsAttn_z;fc_fc_Cont_DorsAttn_z_z;fc_fc_Cont_Limbic;fc_fc_Cont_Limbic_z;fc_fc_Cont_Limbic_z_z;fc_fc_Cont_SalVentAttn;fc_fc_Cont_SalVentAttn_z;fc_fc_Cont_SalVentAttn_z_z;fc_fc_Cont_SomMot;fc_fc_Cont_SomMot_z;fc_fc_Cont_SomMot_z_z;fc_fc_Cont_Vis;fc_fc_Cont_Vis_z;fc_fc_Cont_Vis_z_z;fc_fc_Default_Default;fc_fc_Default_Default_z;fc_fc_Default_Default_z_z;fc_fc_Default_DorsAttn,,
pmid30603063_2,30603063,asd,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",ABIDE2_DISC,ABIDE2_REP,fc_fc_Cont_Cont;fc_fc_Cont_Cont_z;fc_fc_Cont_Cont_z_z;fc_fc_Cont_Default;fc_fc_Cont_Default_z;fc_fc_Cont_Default_z_z;fc_fc_Cont_DorsAttn;fc_fc_Cont_DorsAttn_z;fc_fc_Cont_DorsAttn_z_z;fc_fc_Cont_Limbic;fc_fc_Cont_Limbic_z;fc_fc_Cont_Limbic_z_z;fc_fc_Cont_SalVentAttn;fc_fc_Cont_SalVentAttn_z;fc_fc_Cont_SalVentAttn_z_z;fc_fc_Cont_SomMot;fc_fc_Cont_SomMot_z;fc_fc_Cont_SomMot_z_z;fc_fc_Cont_Vis;fc_fc_Cont_Vis_z;fc_fc_Cont_Vis_z_z;fc_fc_Default_Default;fc_fc_Default_Default_z;fc_fc_Default_Default_z_z;fc_fc_Default_DorsAttn,,
pmid30603063_3,30603063,asd,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",ABIDE2_DISC,ABIDE2_REP,fc_fc_Cont_Cont;fc_fc_Cont_Cont_z;fc_fc_Cont_Cont_z_z;fc_fc_Cont_Default;fc_fc_Cont_Default_z;fc_fc_Cont_Default_z_z;fc_fc_Cont_DorsAttn;fc_fc_Cont_DorsAttn_z;fc_fc_Cont_DorsAttn_z_z;fc_fc_Cont_Limbic;fc_fc_Cont_Limbic_z;fc_fc_Cont_Limbic_z_z;fc_fc_Cont_SalVentAttn;fc_fc_Cont_SalVentAttn_z;fc_fc_Cont_SalVentAttn_z_z;fc_fc_Cont_SomMot;fc_fc_Cont_SomMot_z;fc_fc_Cont_SomMot_z_z;fc_fc_Cont_Vis;fc_fc_Cont_Vis_z;fc_fc_Cont_Vis_z_z;fc_fc_Default_Default;fc_fc_Default_Default_z;fc_fc_Default_Default_z_z;fc_fc_Default_DorsAttn,,
pmid37741308_asd_fc_groupdiff,37741308,asd,executable_now,Local discovery and replication evidence have compatible outcome columns; unavailable optional covariates should be omitted during contract drafting.,ABIDE2_DISC,ABIDE2_REP,fc_fc_Cont_Cont;fc_fc_Cont_Cont_z;fc_fc_Cont_Cont_z_z;fc_fc_Cont_Default;fc_fc_Cont_Default_z;fc_fc_Cont_Default_z_z;fc_fc_Cont_DorsAttn;fc_fc_Cont_DorsAttn_z;fc_fc_Cont_DorsAttn_z_z;fc_fc_Cont_Limbic;fc_fc_Cont_Limbic_z;fc_fc_Cont_Limbic_z_z;fc_fc_Cont_SalVentAttn;fc_fc_Cont_SalVentAttn_z;fc_fc_Cont_SalVentAttn_z_z;fc_fc_Cont_SomMot;fc_fc_Cont_SomMot_z;fc_fc_Cont_SomMot_z_z;fc_fc_Cont_Vis;fc_fc_Cont_Vis_z;fc_fc_Cont_Vis_z_z;fc_fc_Default_Default;fc_fc_Default_Default_z;fc_fc_Default_Default_z_z;fc_fc_Default_DorsAttn,,
pmid37741308_asd_dmn_individualspecificafc_symptoms,37741308,asd,requires_new_feature_adapter,Symptom-severity predictors are not available in the local benchmark columns.,,,,,
pmid37741308_asd_con_individualspecificafc_symptoms,37741308,asd,requires_new_feature_adapter,Symptom-severity predictors are not available in the local benchmark columns.,,,,,
pmid30593420_igf1_connectivity_asd,30593420,asd,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",ABIDE2_DISC,ABIDE2_REP,fc_fc_Cont_Cont;fc_fc_Cont_Cont_z;fc_fc_Cont_Cont_z_z;fc_fc_Cont_Default;fc_fc_Cont_Default_z;fc_fc_Cont_Default_z_z;fc_fc_Cont_DorsAttn;fc_fc_Cont_DorsAttn_z;fc_fc_Cont_DorsAttn_z_z;fc_fc_Cont_Limbic;fc_fc_Cont_Limbic_z;fc_fc_Cont_Limbic_z_z;fc_fc_Cont_SalVentAttn;fc_fc_Cont_SalVentAttn_z;fc_fc_Cont_SalVentAttn_z_z;fc_fc_Cont_SomMot;fc_fc_Cont_SomMot_z;fc_fc_Cont_SomMot_z_z;fc_fc_Cont_Vis;fc_fc_Cont_Vis_z;fc_fc_Cont_Vis_z_z;fc_fc_Default_Default;fc_fc_Default_Default_z;fc_fc_Default_Default_z_z;fc_fc_Default_DorsAttn,,
pmid35822559_asd_fcoptimalfrequency_groupdifference,35822559,asd,requires_new_feature_adapter,No target-family cohort has locally prepared outcome columns matching this modality/family.,,,,,
pmid35822559_asd_fcoptimalfrequency_socialcommunication,35822559,asd,requires_new_feature_adapter,No target-family cohort has locally prepared outcome columns matching this modality/family.,,,,,
pmid35822559_asd_fcoptimalfrequency_geneexpression,35822559,asd,requires_new_feature_adapter,No target-family cohort has locally prepared outcome columns matching this modality/family.,,,,,
pmid39527738_mlgn_bold_asd_vs_controls,39527738,asd,requires_new_feature_adapter,task-fMRI activation/connectivity is not represented by the local resting-state FC descriptors.,,,,,
pmid39527738_plgn_bold_asd_vs_controls,39527738,asd,requires_new_feature_adapter,task-fMRI activation/connectivity is not represented by the local resting-state FC descriptors.,,,,,
pmid39527738_mlgn_bold_stimulus_specificity,39527738,asd,requires_new_feature_adapter,task-fMRI activation/connectivity is not represented by the local resting-state FC descriptors.,,,,,
pmid28040544_asd_fc_kea_corticalnetworks,28040544,asd,executable_now,Local discovery and replication evidence have compatible outcome columns; unavailable optional covariates should be omitted during contract drafting.,ABIDE2_DISC,ABIDE2_REP,fc_fc_Cont_Cont;fc_fc_Cont_Cont_z;fc_fc_Cont_Cont_z_z;fc_fc_Cont_Default;fc_fc_Cont_Default_z;fc_fc_Cont_Default_z_z;fc_fc_Cont_DorsAttn;fc_fc_Cont_DorsAttn_z;fc_fc_Cont_DorsAttn_z_z;fc_fc_Cont_Limbic;fc_fc_Cont_Limbic_z;fc_fc_Cont_Limbic_z_z;fc_fc_Cont_SalVentAttn;fc_fc_Cont_SalVentAttn_z;fc_fc_Cont_SalVentAttn_z_z;fc_fc_Cont_SomMot;fc_fc_Cont_SomMot_z;fc_fc_Cont_SomMot_z_z;fc_fc_Cont_Vis;fc_fc_Cont_Vis_z;fc_fc_Cont_Vis_z_z;fc_fc_Default_Default;fc_fc_Default_Default_z;fc_fc_Default_Default_z_z;fc_fc_Default_DorsAttn,,
pmid28040544_asd_severity_fc_decreases,28040544,asd,requires_new_feature_adapter,Symptom-severity predictors are not available in the local benchmark columns.,,,,,
pmid28040544_asd_fc_selffacetom,28040544,asd,executable_now,Local discovery and replication evidence have compatible outcome columns; unavailable optional covariates should be omitted during contract drafting.,ABIDE2_DISC,ABIDE2_REP,fc_fc_Cont_Cont;fc_fc_Cont_Cont_z;fc_fc_Cont_Cont_z_z;fc_fc_Cont_Default;fc_fc_Cont_Default_z;fc_fc_Cont_Default_z_z;fc_fc_Cont_DorsAttn;fc_fc_Cont_DorsAttn_z;fc_fc_Cont_DorsAttn_z_z;fc_fc_Cont_Limbic;fc_fc_Cont_Limbic_z;fc_fc_Cont_Limbic_z_z;fc_fc_Cont_SalVentAttn;fc_fc_Cont_SalVentAttn_z;fc_fc_Cont_SalVentAttn_z_z;fc_fc_Cont_SomMot;fc_fc_Cont_SomMot_z;fc_fc_Cont_SomMot_z_z;fc_fc_Cont_Vis;fc_fc_Cont_Vis_z;fc_fc_Cont_Vis_z_z;fc_fc_Default_Default;fc_fc_Default_Default_z;fc_fc_Default_Default_z_z;fc_fc_Default_DorsAttn,,
pmid15652316_asd_taskfmri_lateralization,15652316,asd,requires_new_feature_adapter,task-fMRI activation/connectivity is not represented by the local resting-state FC descriptors.,,,,,
pmid15652316_asd_taskfmri_posterioractivation,15652316,asd,requires_new_feature_adapter,task-fMRI activation/connectivity is not represented by the local resting-state FC descriptors.,,,,,
pmid15652316_asd_taskfc_prefrontalparietal,15652316,asd,requires_new_feature_adapter,task-fMRI activation/connectivity is not represented by the local resting-state FC descriptors.,,,,,
pmid30833582_asd_hierarchy_differentiation,30833582,asd,requires_new_feature_adapter,No target-family cohort has locally prepared outcome columns matching this modality/family.,,,,,
pmid30833582_asd_stepwise_connectivity,30833582,asd,executable_now,Local discovery and replication evidence have compatible outcome columns; unavailable optional covariates should be omitted during contract drafting.,ABIDE2_DISC,ABIDE2_REP,fc_fc_Cont_Cont;fc_fc_Cont_Cont_z;fc_fc_Cont_Cont_z_z;fc_fc_Cont_Default;fc_fc_Cont_Default_z;fc_fc_Cont_Default_z_z;fc_fc_Cont_DorsAttn;fc_fc_Cont_DorsAttn_z;fc_fc_Cont_DorsAttn_z_z;fc_fc_Cont_Limbic;fc_fc_Cont_Limbic_z;fc_fc_Cont_Limbic_z_z;fc_fc_Cont_SalVentAttn;fc_fc_Cont_SalVentAttn_z;fc_fc_Cont_SalVentAttn_z_z;fc_fc_Cont_SomMot;fc_fc_Cont_SomMot_z;fc_fc_Cont_SomMot_z_z;fc_fc_Cont_Vis;fc_fc_Cont_Vis_z;fc_fc_Cont_Vis_z_z;fc_fc_Default_Default;fc_fc_Default_Default_z;fc_fc_Default_Default_z_z;fc_fc_Default_DorsAttn,,
pmid30833582_asd_hierarchy_symptoms,30833582,asd,requires_new_feature_adapter,No target-family cohort has locally prepared outcome columns matching this modality/family.,,,,,
pmid26827786_ad_hippocampal_volumetry,26827786,ad_aging,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",ADNI_DISC,OASIS3_REP,smri_hippocampus,,
pmid26827786_ad_cortical_atrophy_progression,26827786,ad_aging,requires_new_feature_adapter,No target-family cohort has locally prepared outcome columns matching this modality/family.,,,,,
pmid26827786_ad_white_matter_tracts,26827786,ad_aging,ambiguous_or_unsupported,No target-family cohort has locally prepared outcome columns matching this modality/family.,,,,,
pmid38278517_periodontitis_entorhinal_volume,38278517,ad_aging,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",ADNI_DISC,OASIS3_REP,smri_entorhinal,,
pmid38278517_periodontitis_cortical_thickness,38278517,ad_aging,requires_new_feature_adapter,No target-family cohort has locally prepared outcome columns matching this modality/family.,,,,,
pmid38278517_teeth_cerebrovascular_mri,38278517,ad_aging,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",ADNI_DISC,OASIS3_REP,smri_entorhinal;smri_fusiform;smri_hippocampus;smri_midtemp;smri_ventricles;smri_wholebrain,,
pmid1431963_mta_ad_vs_controls,1431963,ad_aging,executable_now,Local discovery and replication evidence have compatible outcome columns; unavailable optional covariates should be omitted during contract drafting.,ADNI_DISC,OASIS3_REP,smri_entorhinal;smri_fusiform;smri_hippocampus;smri_midtemp;smri_ventricles;smri_wholebrain,,
pmid1431963_mtl_linear_ad_vs_controls,1431963,ad_aging,executable_now,Local discovery and replication evidence have compatible outcome columns; unavailable optional covariates should be omitted during contract drafting.,ADNI_DISC,OASIS3_REP,smri_entorhinal;smri_fusiform;smri_hippocampus;smri_midtemp;smri_ventricles;smri_wholebrain,,
pmid1431963_mta_cognition_memory,1431963,ad_aging,ambiguous_or_unsupported,No target-family cohort has locally prepared outcome columns matching this modality/family.,,,,,
1817028-ct-age-leukoaraiosis,1817028,ad_aging,ambiguous_or_unsupported,No target-family cohort has locally prepared outcome columns matching this modality/family.,,,,,
1817028-ct-vascular-leukoaraiosis,1817028,ad_aging,ambiguous_or_unsupported,No target-family cohort has locally prepared outcome columns matching this modality/family.,,,,,
1817028-ad-controls-leukoaraiosis,1817028,ad_aging,ambiguous_or_unsupported,No target-family cohort has locally prepared outcome columns matching this modality/family.,,,,,
pmid40513084_fw_limbic_memory_performance,40513084,ad_aging,requires_new_feature_adapter,Brain-to-behavior claims with imaging predictors and behavioral/cognitive outcomes are not executable by the current imaging-outcome CONFIRM contract.,,,,,
pmid40513084_fw_limbic_memory_decline,40513084,ad_aging,requires_new_feature_adapter,Brain-to-behavior claims with imaging predictors and behavioral/cognitive outcomes are not executable by the current imaging-outcome CONFIRM contract.,,,,,
pmid40513084_fw_ad_biomarker_interactions,40513084,ad_aging,requires_new_feature_adapter,CSF/amyloid/tau/TDP-43 predictors are not available in the local benchmark columns.,,,,,
pmid21729419_1,21729419,ad_aging,executable_now,Local discovery and replication evidence have compatible outcome columns; unavailable optional covariates should be omitted during contract drafting.,ADNI_DISC,OASIS3_REP,smri_entorhinal;smri_fusiform;smri_hippocampus;smri_midtemp;smri_ventricles;smri_wholebrain,,
pmid21729419_2,21729419,ad_aging,executable_now,Local discovery and replication evidence have compatible outcome columns; unavailable optional covariates should be omitted during contract drafting.,ADNI_DISC,OASIS3_REP,smri_hippocampus,,
pmid21729419_3,21729419,ad_aging,requires_new_feature_adapter,"lesion, microbleed, and white-matter-hyperintensity outcomes are not present in the local derivative tables.",,,,,
pmid40042460_csvd_retiphenoage,40042460,ad_aging,ambiguous_or_unsupported,No target-family cohort has locally prepared outcome columns matching this modality/family.,,,,,
pmid40042460_atrophy_retiphenoage,40042460,ad_aging,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",ADNI_DISC,OASIS3_REP,smri_entorhinal;smri_fusiform;smri_hippocampus;smri_midtemp;smri_ventricles;smri_wholebrain,,
pmid17413023_ad_cortical_atrophy,17413023,ad_aging,requires_new_feature_adapter,No target-family cohort has locally prepared outcome columns matching this modality/family.,,,,,
pmid17413023_atrophy_cognition,17413023,ad_aging,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",ADNI_DISC,OASIS3_REP,smri_entorhinal;smri_fusiform;smri_hippocampus;smri_midtemp;smri_ventricles;smri_wholebrain,,
pmid17413023_ad_mci_hippocampal_shape,17413023,ad_aging,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",ADNI_DISC,OASIS3_REP,smri_hippocampus,,
40595015_1,40595015,ad_aging,requires_new_feature_adapter,Brain-to-behavior claims with imaging predictors and behavioral/cognitive outcomes are not executable by the current imaging-outcome CONFIRM contract.,,,,,
40595015_2,40595015,ad_aging,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",ADNI_DISC,OASIS3_REP,smri_entorhinal;smri_fusiform;smri_hippocampus;smri_midtemp;smri_ventricles;smri_wholebrain,,
40595015_3,40595015,ad_aging,ambiguous_or_unsupported,No target-family cohort has locally prepared outcome columns matching this modality/family.,,,,,
pmid40357887_1,40357887,ad_aging,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",ADNI_DISC,OASIS3_REP,smri_entorhinal;smri_fusiform;smri_hippocampus;smri_midtemp;smri_ventricles;smri_wholebrain,,
pmid40357887_2,40357887,ad_aging,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",ADNI_DISC,OASIS3_REP,smri_hippocampus,,
pmid40357887_3,40357887,ad_aging,requires_new_feature_adapter,genetic predictors are not available in the local benchmark columns.,,,,,
pmid26306871_ca1_earlyad_smri,26306871,ad_aging,executable_now,Local discovery and replication evidence have compatible outcome columns; unavailable optional covariates should be omitted during contract drafting.,ADNI_DISC,OASIS3_REP,smri_hippocampus,disease stage;segmentation protocol,
pmid26306871_widespread_dementiaad_smri,26306871,ad_aging,executable_now,Local discovery and replication evidence have compatible outcome columns; unavailable optional covariates should be omitted during contract drafting.,ADNI_DISC,OASIS3_REP,smri_hippocampus,disease stage;segmentation protocol,
pmid26306871_subfield_mci_diagnostic_smri,26306871,ad_aging,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",ADNI_DISC,OASIS3_REP,smri_hippocampus,,
pmid35388950_ad_havas_detection,35388950,ad_aging,executable_now,Local discovery and replication evidence have compatible outcome columns; unavailable optional covariates should be omitted during contract drafting.,ADNI_DISC,OASIS3_REP,smri_entorhinal;smri_fusiform;smri_hippocampus;smri_midtemp;smri_ventricles;smri_wholebrain,age or lifespan trajectory,
pmid35388950_mci_havas_progression,35388950,ad_aging,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",ADNI_DISC,OASIS3_REP,smri_entorhinal;smri_fusiform;smri_hippocampus;smri_midtemp;smri_ventricles;smri_wholebrain,,
pmid35388950_ad_hav_volumes,35388950,ad_aging,executable_now,Local discovery and replication evidence have compatible outcome columns; unavailable optional covariates should be omitted during contract drafting.,ADNI_DISC,OASIS3_REP,smri_entorhinal;smri_fusiform;smri_hippocampus;smri_midtemp;smri_ventricles;smri_wholebrain,age or lifespan trajectory,
pmid15683953_hs_mri_001,15683953,ad_aging,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",ADNI_DISC,OASIS3_REP,smri_hippocampus,,
pmid32726311_dg_aging,32726311,ad_aging,executable_now,Local discovery and replication evidence have compatible outcome columns; unavailable optional covariates should be omitted during contract drafting.,ADNI_DISC,OASIS3_REP,smri_hippocampus,Alzheimer's disease biomarker status or exclusion;cognitive status,
pmid32726311_ent_resistance,32726311,ad_aging,executable_now,Local discovery and replication evidence have compatible outcome columns; unavailable optional covariates should be omitted during contract drafting.,ADNI_DISC,OASIS3_REP,smri_entorhinal,Alzheimer's disease biomarker status or exclusion;cognitive status,
pmid32726311_ifg_frontal_aging,32726311,ad_aging,executable_now,Local discovery and replication evidence have compatible outcome columns; unavailable optional covariates should be omitted during contract drafting.,ADNI_DISC,OASIS3_REP,smri_entorhinal;smri_fusiform;smri_hippocampus;smri_midtemp;smri_ventricles;smri_wholebrain,Alzheimer's disease biomarker status or exclusion;cognitive status,
pmid34649002_sparead_cogstatus,34649002,ad_aging,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",ADNI_DISC,OASIS3_REP,smri_entorhinal;smri_fusiform;smri_hippocampus;smri_midtemp;smri_ventricles;smri_wholebrain,,
pmid34649002_sparead_domains,34649002,ad_aging,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",ADNI_DISC,OASIS3_REP,smri_entorhinal;smri_fusiform;smri_hippocampus;smri_midtemp;smri_ventricles;smri_wholebrain,,
pmid34649002_brainage_attnwm,34649002,ad_aging,executable_now,Local discovery and replication evidence have compatible outcome columns; unavailable optional covariates should be omitted during contract drafting.,ADNI_DISC,OASIS3_REP,smri_entorhinal;smri_fusiform;smri_hippocampus;smri_midtemp;smri_ventricles;smri_wholebrain,domain-specific neuropsychological test performance,
pmid41144662_age_r1_mtsat,41144662,ad_aging,requires_new_feature_adapter,No target-family cohort has locally prepared outcome columns matching this modality/family.,,,,,
pmid41144662_age_r2star,41144662,ad_aging,requires_new_feature_adapter,No target-family cohort has locally prepared outcome columns matching this modality/family.,,,,,
pmid41144662_adrisk_qmri,41144662,ad_aging,requires_new_feature_adapter,genetic predictors are not available in the local benchmark columns.,,,,,
pmid34742361_erica_adconversion,34742361,ad_aging,requires_new_feature_adapter,Brain-to-behavior claims with imaging predictors and behavioral/cognitive outcomes are not executable by the current imaging-outcome CONFIRM contract.,,,,,
pmid34742361_erica_vs_mta_specificity,34742361,ad_aging,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",ADNI_DISC,OASIS3_REP,smri_entorhinal;smri_fusiform;smri_hippocampus;smri_midtemp;smri_ventricles;smri_wholebrain,,
33164934_1,33164934,ad_aging,requires_new_feature_adapter,task-fMRI activation/connectivity is not represented by the local resting-state FC descriptors.,,,,,
33164934_2,33164934,ad_aging,requires_new_feature_adapter,CSF/amyloid/tau/TDP-43 predictors are not available in the local benchmark columns.,,,,,
33164934_3,33164934,ad_aging,requires_new_feature_adapter,task-fMRI activation/connectivity is not represented by the local resting-state FC descriptors.,,,,,
pmid39985478_tau_mtl_atrophy,39985478,ad_aging,requires_new_feature_adapter,CSF/amyloid/tau/TDP-43 predictors are not available in the local benchmark columns.,,,,,
pmid39985478_tdp43_mtl_atrophy,39985478,ad_aging,requires_new_feature_adapter,CSF/amyloid/tau/TDP-43 predictors are not available in the local benchmark columns.,,,,,
pmid39985478_tau_tdp43_interaction_mtl,39985478,ad_aging,requires_new_feature_adapter,CSF/amyloid/tau/TDP-43 predictors are not available in the local benchmark columns.,,,,,
pmid36924740_scz_hc_ge_attention,36924740,psychosis,requires_new_feature_adapter,graph-theory or topology metrics are not present as local FC columns.,,,,,
pmid36924740_bd_hc_ge_va,36924740,psychosis,requires_new_feature_adapter,graph-theory or topology metrics are not present as local FC columns.,,,,,
pmid36924740_bd_compulsion_leftva_ge,36924740,psychosis,requires_new_feature_adapter,graph-theory or topology metrics are not present as local FC columns.,,,,,
pmid29038030_seed1,29038030,psychosis,requires_new_feature_adapter,"dynamic, heterogeneity, or individual-variability FC metrics are not represented by the local static FC descriptors.",,,,,
pmid29038030_seed2,29038030,psychosis,requires_new_feature_adapter,"dynamic, heterogeneity, or individual-variability FC metrics are not represented by the local static FC descriptors.",,,,,
pmid29038030_seed3,29038030,psychosis,requires_new_feature_adapter,"dynamic, heterogeneity, or individual-variability FC metrics are not represented by the local static FC descriptors.",,,,,
pmid38781675_positive_symptoms_fc_similarity,38781675,psychosis,requires_new_feature_adapter,Symptom-severity predictors are not available in the local benchmark columns.,,,,,
pmid38781675_disorganization_fc_similarity,38781675,psychosis,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",BSNIP2_DISC,COBRE_REP,fc_between_network;fc_mean_abs;fc_mean_positive;fc_within_network,,
pmid38781675_functioning_fc_similarity,38781675,psychosis,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",BSNIP2_DISC,COBRE_REP,fc_between_network;fc_mean_abs;fc_mean_positive;fc_within_network,,
pmid35398505_01,35398505,psychosis,requires_new_feature_adapter,"dynamic, heterogeneity, or individual-variability FC metrics are not represented by the local static FC descriptors.",,,,,
pmid35398505_02,35398505,psychosis,requires_new_feature_adapter,"dynamic, heterogeneity, or individual-variability FC metrics are not represented by the local static FC descriptors.",,,,,
pmid35398505_03,35398505,psychosis,requires_new_feature_adapter,"dynamic, heterogeneity, or individual-variability FC metrics are not represented by the local static FC descriptors.",,,,,
31313441-psychosis-rsfc-casecontrol,31313441,psychosis,executable_now,Local discovery and replication evidence have compatible outcome columns; unavailable optional covariates should be omitted during contract drafting.,BSNIP2_DISC,COBRE_REP,fc_between_network;fc_mean_abs;fc_mean_positive;fc_within_network,,
31313441-psychosis-rsfc-cognition,31313441,psychosis,requires_new_feature_adapter,Brain-to-behavior claims with imaging predictors and behavioral/cognitive outcomes are not executable by the current imaging-outcome CONFIRM contract.,,,,,
31313441-psychosis-network-vulnerability-cognition,31313441,psychosis,requires_new_feature_adapter,Brain-to-behavior claims with imaging predictors and behavioral/cognitive outcomes are not executable by the current imaging-outcome CONFIRM contract.,,,,,
pmid40886445_1,40886445,psychosis,requires_new_feature_adapter,task-fMRI activation/connectivity is not represented by the local resting-state FC descriptors.,,,,,
pmid40886445_2,40886445,psychosis,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",BSNIP2_DISC,COBRE_REP,fc_between_network;fc_mean_abs;fc_mean_positive;fc_within_network,,
pmid40886445_3,40886445,psychosis,requires_new_feature_adapter,task-fMRI activation/connectivity is not represented by the local resting-state FC descriptors.,,,,,
pmid38484928_rest_mcd_ssd_vs_control,38484928,psychosis,requires_new_feature_adapter,"dynamic, heterogeneity, or individual-variability FC metrics are not represented by the local static FC descriptors.",,,,,
pmid38484928_social_cognition_mcd,38484928,psychosis,requires_new_feature_adapter,task-fMRI activation/connectivity is not represented by the local resting-state FC descriptors.,,,,,
pmid38484928_task_vs_rest_diagnosis_mcd,38484928,psychosis,requires_new_feature_adapter,task-fMRI activation/connectivity is not represented by the local resting-state FC descriptors.,,,,,
pmid36083108_1,36083108,psychosis,requires_new_feature_adapter,diffusion MRI/DTI/DWI outcomes are not present in the local derivative tables.,,,,,
pmid36083108_2,36083108,psychosis,requires_new_feature_adapter,EEG/MEG outcomes are outside the local neuroimaging derivative tables.,,,,,
pmid36083108_3,36083108,psychosis,requires_new_feature_adapter,diffusion MRI/DTI/DWI outcomes are not present in the local derivative tables.,,,,,
29653095-psychosis-fc-01,29653095,psychosis,executable_now,Local discovery and replication evidence have compatible outcome columns; unavailable optional covariates should be omitted during contract drafting.,BSNIP2_DISC,COBRE_REP,fc_between_network;fc_mean_abs;fc_mean_positive;fc_within_network,Biotype subgroup;DSM-IV diagnostic subgroup,
29653095-psychosis-fc-02,29653095,psychosis,executable_now,Local discovery and replication evidence have compatible outcome columns; unavailable optional covariates should be omitted during contract drafting.,BSNIP2_DISC,COBRE_REP,fc_between_network;fc_mean_abs;fc_mean_positive;fc_within_network,Biotype-relative subgroup;Family relationship to proband;Proband diagnostic group,
29653095-psychosis-fc-03,29653095,psychosis,requires_new_feature_adapter,"The requested predictor/contrast is not locally executable. Stage 0 only marks seeds executable when the predictor maps to age/sex, the target diagnosis contrast, or an exact shared local column.",BSNIP2_DISC,COBRE_REP,fc_between_network;fc_mean_abs;fc_mean_positive;fc_within_network,,
